YearsExperience,Education,JobRole,Location,SkillsScore(1-5),CompanySize,Salary(LPA)
20,Masters,BI Analyst,Hyderabad,2,Enterprise,63.89
0,PhD,ML Engineer,Mumbai,4,Mid,38.25
7,Masters,BI Analyst,Mumbai,2,Enterprise,33.5
5,PhD,BI Analyst,Pune,3,Startup,37.07
4,Masters,ML Engineer,Hyderabad,1,Enterprise,29.41
14,Masters,BI Analyst,Mumbai,1,Mid,41.81
14,Bachelors,ML Engineer,Mumbai,5,Mid,64.14
1,Masters,ML Engineer,Delhi,3,Startup,25.19
0,PhD,ML Engineer,Bangalore,2,Startup,21.95
10,Bachelors,ML Engineer,Mumbai,3,Startup,45.22
9,Bachelors,Data Analyst,Hyderabad,1,Mid,26.98
17,Bachelors,ML Engineer,Pune,2,Enterprise,59.47
17,Bachelors,Data Scientist,Delhi,3,Enterprise,61.6
16,Bachelors,Data Scientist,Hyderabad,1,Startup,44.98
7,Masters,Data Scientist,Delhi,2,Startup,33.86
14,PhD,ML Engineer,Bangalore,2,Enterprise,56.7
7,Bachelors,Data Scientist,Mumbai,1,Startup,22.88
16,Bachelors,Data Analyst,Hyderabad,2,Enterprise,48.1
11,Bachelors,BI Analyst,Pune,1,Enterprise,36.52
7,PhD,ML Engineer,Bangalore,4,Enterprise,52.38
13,Bachelors,Data Scientist,Bangalore,4,Enterprise,50.31
3,Bachelors,Data Analyst,Delhi,2,Mid,20.62
0,Bachelors,BI Analyst,Bangalore,2,Enterprise,7.59
0,Bachelors,Data Analyst,Hyderabad,1,Startup,6.3
18,Bachelors,Data Scientist,Delhi,2,Startup,57.91
15,PhD,Data Analyst,Bangalore,5,Startup,69.76
13,Masters,BI Analyst,Pune,4,Startup,54.68
20,Masters,Data Scientist,Hyderabad,2,Mid,62.96
15,Bachelors,BI Analyst,Pune,2,Enterprise,44.45
4,Masters,Data Analyst,Pune,3,Enterprise,29.6
8,Masters,ML Engineer,Delhi,2,Startup,38.3
1,Bachelors,ML Engineer,Mumbai,5,Startup,32.67
17,Masters,ML Engineer,Delhi,4,Startup,73.71
5,Bachelors,ML Engineer,Hyderabad,3,Enterprise,35.8
8,Masters,BI Analyst,Hyderabad,1,Mid,34.46
0,Bachelors,ML Engineer,Delhi,1,Mid,10.45
8,PhD,BI Analyst,Mumbai,4,Mid,44.07
15,Bachelors,Data Scientist,Delhi,1,Mid,47.05
12,Masters,ML Engineer,Hyderabad,5,Startup,68.76
8,Masters,BI Analyst,Mumbai,2,Enterprise,31.82
20,Masters,ML Engineer,Hyderabad,4,Startup,78.12
12,Bachelors,ML Engineer,Mumbai,3,Mid,55.26
8,Bachelors,ML Engineer,Mumbai,2,Startup,37.35
10,Masters,BI Analyst,Delhi,1,Mid,37.56
3,Bachelors,Data Analyst,Delhi,1,Enterprise,20.57
1,Bachelors,ML Engineer,Delhi,3,Mid,25.79
5,Masters,ML Engineer,Mumbai,5,Startup,47.88
13,Masters,Data Scientist,Mumbai,3,Enterprise,55.93
3,Bachelors,Data Analyst,Hyderabad,4,Mid,25.49
5,Bachelors,BI Analyst,Pune,3,Mid,24.06
18,Bachelors,Data Scientist,Delhi,1,Enterprise,54.18
5,Masters,ML Engineer,Hyderabad,5,Startup,44.62
1,Masters,Data Scientist,Hyderabad,5,Enterprise,37.06
17,Masters,Data Scientist,Bangalore,3,Startup,64.24
12,PhD,ML Engineer,Delhi,4,Mid,64.91
8,Bachelors,Data Analyst,Hyderabad,1,Mid,23.1
18,Bachelors,Data Analyst,Bangalore,2,Enterprise,58.2
12,Bachelors,Data Scientist,Delhi,5,Mid,50.4
10,Bachelors,ML Engineer,Mumbai,3,Enterprise,43.14
0,PhD,BI Analyst,Bangalore,4,Mid,28.9
6,Masters,Data Scientist,Mumbai,4,Mid,39.89
20,Bachelors,BI Analyst,Pune,1,Startup,54.28
14,Bachelors,Data Scientist,Pune,5,Enterprise,62.42
0,Masters,Data Scientist,Pune,1,Enterprise,17.77
11,Masters,ML Engineer,Pune,2,Mid,41.63
6,Bachelors,ML Engineer,Hyderabad,2,Startup,36.15
14,PhD,BI Analyst,Pune,2,Startup,55.52
20,Masters,BI Analyst,Hyderabad,4,Enterprise,70.49
18,Bachelors,Data Analyst,Hyderabad,5,Enterprise,66.62
0,PhD,ML Engineer,Delhi,1,Mid,19.15
16,Bachelors,Data Scientist,Hyderabad,1,Enterprise,46.75
16,PhD,Data Scientist,Hyderabad,2,Mid,60.43
2,PhD,Data Analyst,Pune,5,Startup,37.73
11,Masters,ML Engineer,Hyderabad,5,Enterprise,56.24
5,Masters,Data Scientist,Mumbai,3,Startup,31.74
10,Bachelors,Data Analyst,Pune,5,Startup,45.94
2,PhD,Data Analyst,Bangalore,5,Mid,36.94
7,Masters,Data Scientist,Pune,1,Startup,32.92
13,Masters,Data Scientist,Hyderabad,5,Mid,59.48
13,PhD,BI Analyst,Mumbai,5,Mid,65.3
9,PhD,ML Engineer,Pune,1,Startup,38.33
1,Masters,BI Analyst,Mumbai,5,Startup,33.06
13,Bachelors,Data Analyst,Bangalore,1,Mid,37.85
8,PhD,Data Scientist,Bangalore,3,Mid,43.37
2,Masters,BI Analyst,Delhi,4,Startup,32.23
20,PhD,Data Analyst,Delhi,1,Mid,66.86
7,Masters,ML Engineer,Pune,1,Mid,27.47
15,Bachelors,Data Scientist,Delhi,5,Enterprise,66.3
1,Bachelors,BI Analyst,Mumbai,1,Enterprise,10.43
5,Masters,ML Engineer,Delhi,2,Enterprise,34.97
20,Masters,BI Analyst,Mumbai,2,Enterprise,58.68
11,Bachelors,Data Analyst,Delhi,3,Enterprise,39.65
4,Masters,ML Engineer,Delhi,1,Mid,24.09
1,Bachelors,BI Analyst,Delhi,5,Mid,28.54
15,Masters,ML Engineer,Hyderabad,5,Enterprise,68.3
4,Bachelors,Data Analyst,Hyderabad,4,Startup,29.63
14,Bachelors,ML Engineer,Delhi,3,Enterprise,58.59
11,Bachelors,BI Analyst,Mumbai,5,Startup,58.05
3,Bachelors,Data Analyst,Pune,4,Mid,30.48
14,Bachelors,Data Scientist,Bangalore,5,Startup,64.68
10,Bachelors,BI Analyst,Hyderabad,4,Mid,44.45
15,Bachelors,BI Analyst,Delhi,2,Startup,45.33
5,PhD,Data Analyst,Bangalore,2,Mid,29.02
13,PhD,Data Analyst,Hyderabad,5,Mid,62.53
17,Bachelors,Data Scientist,Pune,3,Enterprise,56.82
11,PhD,BI Analyst,Mumbai,1,Mid,42.35
10,Bachelors,Data Analyst,Delhi,3,Enterprise,45.06
12,Masters,Data Scientist,Pune,3,Enterprise,51.67
20,Masters,Data Scientist,Hyderabad,1,Enterprise,64.75
10,Bachelors,Data Analyst,Delhi,2,Startup,39.63
15,Bachelors,BI Analyst,Bangalore,2,Startup,44.9
14,Bachelors,ML Engineer,Mumbai,1,Mid,41.89
20,Bachelors,ML Engineer,Hyderabad,4,Enterprise,73.5
14,Masters,Data Scientist,Mumbai,3,Enterprise,56.39
3,Bachelors,ML Engineer,Delhi,5,Mid,35.11
10,Bachelors,ML Engineer,Pune,2,Enterprise,46.27
18,Bachelors,Data Analyst,Mumbai,5,Mid,74.55
14,Bachelors,Data Scientist,Bangalore,1,Enterprise,44.64
3,Masters,BI Analyst,Hyderabad,5,Startup,32.75
20,Bachelors,Data Scientist,Bangalore,5,Mid,77.96
12,PhD,Data Analyst,Mumbai,3,Mid,48.35
18,Bachelors,ML Engineer,Pune,1,Startup,60.13
1,Bachelors,BI Analyst,Pune,5,Mid,27.21
13,Masters,Data Scientist,Bangalore,2,Startup,51.38
3,Bachelors,ML Engineer,Delhi,1,Enterprise,23.41
15,Masters,Data Scientist,Delhi,2,Startup,55.61
20,Masters,BI Analyst,Pune,4,Startup,77.36
19,Bachelors,Data Scientist,Bangalore,5,Mid,74.63
13,Bachelors,Data Scientist,Bangalore,1,Enterprise,40.19
14,Bachelors,Data Scientist,Bangalore,2,Startup,42.29
2,Bachelors,ML Engineer,Mumbai,5,Enterprise,29.45
7,Bachelors,BI Analyst,Delhi,3,Startup,35.26
15,Bachelors,BI Analyst,Delhi,2,Mid,47.45
9,Bachelors,ML Engineer,Mumbai,2,Startup,37.15
3,Masters,ML Engineer,Hyderabad,4,Startup,33.86
17,Masters,ML Engineer,Mumbai,3,Enterprise,68.52
1,Masters,Data Analyst,Bangalore,4,Startup,23.45
16,Bachelors,Data Scientist,Mumbai,3,Mid,62.79
12,Bachelors,Data Scientist,Bangalore,2,Mid,50.85
3,PhD,BI Analyst,Pune,4,Startup,31.5
10,Masters,Data Scientist,Bangalore,5,Startup,57.51
6,PhD,Data Analyst,Delhi,3,Enterprise,38.22
11,Bachelors,ML Engineer,Mumbai,2,Enterprise,41.44
9,Masters,BI Analyst,Bangalore,1,Mid,29.15
6,Masters,BI Analyst,Hyderabad,3,Enterprise,33.53
12,Bachelors,Data Scientist,Pune,3,Startup,44.88
6,Bachelors,BI Analyst,Hyderabad,5,Mid,43.17
16,Masters,ML Engineer,Hyderabad,3,Enterprise,63.16
9,Bachelors,BI Analyst,Hyderabad,3,Mid,34.74
9,Bachelors,ML Engineer,Pune,5,Startup,52.83
3,Masters,Data Analyst,Pune,5,Enterprise,37.1
19,PhD,Data Analyst,Pune,4,Startup,70.43
3,Bachelors,ML Engineer,Pune,2,Startup,19.22
6,Bachelors,Data Scientist,Hyderabad,2,Mid,29.78
0,Bachelors,BI Analyst,Delhi,4,Mid,17.35
11,Masters,Data Scientist,Delhi,2,Mid,42.02
12,Bachelors,BI Analyst,Pune,3,Enterprise,46.71
9,PhD,Data Analyst,Mumbai,4,Enterprise,46.84
14,Bachelors,Data Analyst,Bangalore,4,Mid,54.18
12,Bachelors,Data Analyst,Mumbai,2,Enterprise,45.16
20,Masters,BI Analyst,Mumbai,1,Enterprise,57.44
8,Masters,Data Analyst,Mumbai,2,Mid,40.26
8,Bachelors,Data Analyst,Delhi,1,Startup,28.92
14,Bachelors,Data Analyst,Bangalore,4,Enterprise,51.81
9,PhD,Data Analyst,Mumbai,1,Enterprise,33.67
9,Bachelors,Data Scientist,Pune,3,Startup,37.31
7,PhD,Data Analyst,Delhi,5,Startup,50.21
15,Bachelors,Data Analyst,Pune,1,Startup,47.47
16,Masters,Data Scientist,Pune,5,Mid,68.82
4,Masters,Data Scientist,Mumbai,3,Startup,26.52
3,Bachelors,BI Analyst,Pune,5,Mid,33.78
17,PhD,ML Engineer,Bangalore,3,Startup,66.71
18,Bachelors,Data Analyst,Pune,5,Startup,66.57
3,Bachelors,Data Analyst,Mumbai,5,Mid,33.63
6,Masters,Data Analyst,Pune,2,Mid,33.1
9,Bachelors,BI Analyst,Delhi,1,Startup,31.32
17,Masters,Data Analyst,Delhi,5,Startup,70.59
18,Bachelors,ML Engineer,Delhi,4,Startup,69.73
3,Bachelors,Data Scientist,Hyderabad,2,Enterprise,18.24
9,Bachelors,BI Analyst,Delhi,1,Startup,30.14
0,Bachelors,Data Scientist,Delhi,2,Mid,17.15
17,Bachelors,Data Analyst,Hyderabad,1,Enterprise,46.51
4,Masters,Data Analyst,Delhi,3,Mid,28
14,PhD,Data Analyst,Mumbai,5,Enterprise,68.43
16,Masters,ML Engineer,Delhi,4,Enterprise,67.22
2,Bachelors,ML Engineer,Delhi,2,Mid,21.99
11,Bachelors,BI Analyst,Hyderabad,2,Enterprise,38.13
1,Bachelors,Data Scientist,Mumbai,2,Mid,19.4
0,Bachelors,Data Analyst,Pune,2,Startup,12.88
20,Masters,Data Analyst,Bangalore,5,Enterprise,77.16
16,Bachelors,Data Analyst,Mumbai,1,Mid,50.45
15,Bachelors,Data Analyst,Pune,5,Enterprise,60.27
4,PhD,ML Engineer,Mumbai,3,Mid,35.25
14,Bachelors,Data Scientist,Pune,5,Startup,65.17
2,Bachelors,Data Scientist,Pune,5,Startup,33.99
6,Bachelors,BI Analyst,Mumbai,3,Enterprise,29.13
10,Bachelors,ML Engineer,Hyderabad,5,Enterprise,54.42
9,PhD,Data Analyst,Mumbai,1,Mid,31.28
8,Bachelors,Data Scientist,Mumbai,4,Mid,43.9
13,Bachelors,Data Scientist,Pune,3,Enterprise,46.32
12,Bachelors,ML Engineer,Bangalore,2,Mid,48.85
1,Bachelors,BI Analyst,Pune,1,Mid,8.33
2,Bachelors,BI Analyst,Delhi,4,Mid,21.62
6,Masters,Data Analyst,Mumbai,1,Enterprise,28.19
20,Masters,BI Analyst,Mumbai,1,Startup,65.27
17,Masters,Data Scientist,Hyderabad,2,Startup,60.11
2,Bachelors,BI Analyst,Pune,4,Mid,24.94
9,Masters,Data Analyst,Hyderabad,1,Enterprise,29.22
6,Masters,Data Scientist,Mumbai,2,Mid,33.19
8,Bachelors,BI Analyst,Pune,3,Startup,37.61
16,Masters,BI Analyst,Pune,2,Mid,53.42
10,Bachelors,ML Engineer,Delhi,5,Startup,58.19
6,Bachelors,Data Analyst,Delhi,2,Enterprise,30.94
13,Masters,BI Analyst,Bangalore,2,Mid,42.42
18,Bachelors,ML Engineer,Delhi,2,Enterprise,62.08
3,Masters,Data Scientist,Pune,1,Mid,14.99
5,Bachelors,ML Engineer,Delhi,4,Mid,36.56
9,PhD,ML Engineer,Bangalore,2,Mid,47.76
6,PhD,BI Analyst,Mumbai,2,Mid,32.26
12,PhD,BI Analyst,Delhi,5,Mid,55.47
13,Bachelors,BI Analyst,Pune,5,Enterprise,59.85
3,Bachelors,ML Engineer,Mumbai,3,Enterprise,28.07
7,Bachelors,Data Scientist,Pune,3,Startup,38.85
4,Bachelors,Data Analyst,Mumbai,5,Mid,36.64
0,Bachelors,ML Engineer,Pune,4,Startup,24.5
3,Masters,BI Analyst,Delhi,3,Enterprise,29.31
2,Masters,Data Analyst,Delhi,4,Startup,29.76
8,PhD,Data Scientist,Bangalore,5,Enterprise,54.23
7,Bachelors,Data Analyst,Mumbai,3,Mid,31.9
0,Bachelors,BI Analyst,Bangalore,2,Startup,8.69
5,Bachelors,ML Engineer,Hyderabad,5,Startup,42.24
8,PhD,ML Engineer,Delhi,3,Startup,46.38
6,Masters,BI Analyst,Mumbai,4,Startup,40.95
3,Masters,ML Engineer,Bangalore,4,Mid,32.25
12,PhD,BI Analyst,Bangalore,3,Enterprise,55.71
16,Masters,ML Engineer,Hyderabad,4,Enterprise,72.98
1,Bachelors,ML Engineer,Bangalore,3,Mid,22.98
4,Bachelors,ML Engineer,Pune,3,Enterprise,36.3
11,Masters,Data Scientist,Delhi,4,Startup,50.38
20,Bachelors,Data Scientist,Bangalore,1,Mid,61.88
7,Bachelors,BI Analyst,Bangalore,2,Enterprise,26.34
5,PhD,Data Scientist,Hyderabad,5,Mid,49.6
7,PhD,BI Analyst,Pune,2,Mid,30.49
17,Masters,Data Analyst,Bangalore,5,Enterprise,72.55
2,Masters,Data Analyst,Delhi,5,Enterprise,37.17
11,Masters,Data Scientist,Delhi,2,Mid,39.99
2,Bachelors,Data Analyst,Bangalore,3,Mid,26.57
5,Bachelors,Data Analyst,Pune,4,Enterprise,36.06
1,Masters,ML Engineer,Delhi,1,Mid,12.91
11,Masters,ML Engineer,Delhi,1,Enterprise,41.43
1,Bachelors,BI Analyst,Pune,1,Mid,13.01
5,PhD,Data Analyst,Pune,2,Mid,32.17
16,Bachelors,BI Analyst,Bangalore,2,Mid,50.74
2,Bachelors,BI Analyst,Mumbai,3,Enterprise,24.08
1,Masters,Data Analyst,Hyderabad,1,Startup,10.28
19,Bachelors,Data Scientist,Mumbai,3,Enterprise,65.24
7,Bachelors,Data Analyst,Mumbai,1,Mid,21.76
11,Bachelors,ML Engineer,Delhi,2,Startup,44.8
3,Masters,Data Analyst,Pune,4,Startup,34.2
4,Bachelors,Data Scientist,Delhi,4,Mid,35.94
12,Masters,BI Analyst,Hyderabad,4,Enterprise,53.47
14,Masters,BI Analyst,Bangalore,4,Startup,60.57
15,Bachelors,ML Engineer,Hyderabad,5,Startup,70.76
9,PhD,ML Engineer,Delhi,1,Enterprise,46.49
15,Bachelors,ML Engineer,Delhi,4,Enterprise,66.5
11,PhD,BI Analyst,Delhi,5,Startup,59.87
16,Masters,ML Engineer,Delhi,5,Enterprise,75.7
15,PhD,Data Analyst,Mumbai,5,Startup,68.23
11,Bachelors,BI Analyst,Bangalore,3,Mid,42.06
7,Bachelors,Data Scientist,Mumbai,3,Enterprise,38.9
19,Bachelors,BI Analyst,Delhi,5,Startup,73.37
2,Bachelors,Data Analyst,Pune,4,Enterprise,26.68
15,Masters,Data Analyst,Mumbai,1,Enterprise,45.92
12,Bachelors,ML Engineer,Delhi,2,Startup,46.05
18,Masters,BI Analyst,Delhi,3,Mid,61.47
7,Bachelors,BI Analyst,Bangalore,4,Startup,41.57
4,Bachelors,BI Analyst,Hyderabad,4,Enterprise,34.14
19,Masters,Data Scientist,Mumbai,2,Startup,67.01
7,Bachelors,ML Engineer,Mumbai,2,Enterprise,31.64
11,Masters,Data Analyst,Mumbai,4,Startup,49.32
0,Masters,Data Analyst,Delhi,2,Mid,14.23
20,Masters,ML Engineer,Bangalore,4,Mid,76.18
19,Bachelors,Data Analyst,Delhi,2,Mid,63.19
5,Masters,Data Analyst,Delhi,2,Mid,28.2
17,PhD,ML Engineer,Pune,4,Startup,74.79
7,Masters,Data Analyst,Bangalore,5,Mid,43.9
6,Bachelors,BI Analyst,Mumbai,4,Startup,37.99
0,Masters,Data Scientist,Hyderabad,1,Enterprise,20.07
20,Masters,ML Engineer,Mumbai,2,Enterprise,69.24
15,Masters,Data Scientist,Delhi,3,Enterprise,57.8
11,Bachelors,Data Analyst,Bangalore,2,Mid,38.13
5,Bachelors,Data Analyst,Bangalore,1,Mid,18.53
19,Masters,BI Analyst,Bangalore,3,Mid,65.09
1,Bachelors,ML Engineer,Pune,3,Enterprise,23.07
13,Masters,Data Analyst,Mumbai,4,Enterprise,52.54
3,Bachelors,ML Engineer,Pune,5,Enterprise,38.64
0,Masters,ML Engineer,Hyderabad,4,Enterprise,30.24
17,Bachelors,ML Engineer,Delhi,3,Startup,62.48
12,Bachelors,ML Engineer,Pune,3,Startup,55.67
1,PhD,ML Engineer,Pune,5,Mid,41.15
8,PhD,Data Scientist,Delhi,2,Mid,42.43
20,Masters,BI Analyst,Bangalore,5,Enterprise,78.81
1,Bachelors,ML Engineer,Delhi,4,Startup,29.71
8,Masters,Data Scientist,Mumbai,2,Startup,37.86
0,Masters,Data Analyst,Delhi,4,Mid,21.42
10,Masters,ML Engineer,Bangalore,5,Startup,60.47
2,Bachelors,Data Analyst,Delhi,2,Mid,15.8
19,Masters,ML Engineer,Pune,5,Enterprise,78.18
3,Masters,Data Scientist,Hyderabad,1,Enterprise,24.61
17,PhD,Data Scientist,Pune,3,Mid,62.3
5,Bachelors,Data Scientist,Hyderabad,2,Enterprise,32.16
2,Masters,BI Analyst,Delhi,3,Enterprise,29.22
10,Masters,Data Analyst,Mumbai,1,Startup,33.83
14,Bachelors,BI Analyst,Delhi,2,Startup,50.96
4,Bachelors,ML Engineer,Bangalore,3,Startup,29.43
19,Bachelors,Data Analyst,Delhi,3,Startup,65.08
9,Bachelors,Data Scientist,Hyderabad,2,Startup,36.65
11,Bachelors,Data Analyst,Pune,3,Mid,37.48
14,Masters,Data Scientist,Mumbai,3,Mid,54.21
16,Masters,BI Analyst,Delhi,2,Startup,52.88
9,Masters,BI Analyst,Delhi,3,Enterprise,43.44
5,PhD,Data Scientist,Pune,3,Enterprise,36.07
17,Bachelors,Data Scientist,Mumbai,4,Mid,63.98
12,Bachelors,ML Engineer,Delhi,4,Mid,57.42
2,Masters,BI Analyst,Delhi,1,Mid,16.76
9,Bachelors,BI Analyst,Hyderabad,4,Enterprise,42.32
13,Bachelors,ML Engineer,Hyderabad,4,Mid,57.29
5,Bachelors,BI Analyst,Bangalore,1,Enterprise,22.32
2,Bachelors,Data Scientist,Pune,3,Mid,23.37
15,Masters,Data Analyst,Mumbai,3,Enterprise,51.93
6,Bachelors,Data Analyst,Delhi,4,Mid,34.22
19,Bachelors,BI Analyst,Delhi,1,Mid,54.74
13,Bachelors,ML Engineer,Bangalore,3,Enterprise,53.25
8,Masters,Data Scientist,Delhi,5,Mid,49.19
14,Bachelors,Data Analyst,Pune,2,Startup,41.84
20,Masters,Data Scientist,Bangalore,2,Enterprise,65.57
2,Bachelors,BI Analyst,Pune,2,Mid,17.48
1,Bachelors,BI Analyst,Bangalore,4,Enterprise,20.38
1,Masters,Data Analyst,Delhi,2,Mid,16.83
2,Bachelors,BI Analyst,Bangalore,2,Startup,13.52
17,Bachelors,ML Engineer,Hyderabad,5,Mid,71.91
13,Bachelors,BI Analyst,Mumbai,3,Mid,52.88
19,PhD,BI Analyst,Delhi,5,Startup,77.62
17,Bachelors,BI Analyst,Mumbai,4,Enterprise,57.06
9,Masters,Data Scientist,Delhi,2,Mid,40.59
1,Bachelors,Data Scientist,Mumbai,3,Mid,25.84
0,Bachelors,Data Analyst,Hyderabad,2,Startup,7.85
3,Bachelors,Data Analyst,Mumbai,2,Enterprise,16.06
13,PhD,Data Analyst,Bangalore,4,Enterprise,58.98
0,Bachelors,BI Analyst,Mumbai,2,Startup,11.74
13,Bachelors,Data Scientist,Delhi,1,Startup,45.33
15,Bachelors,ML Engineer,Pune,3,Mid,57.96
13,Bachelors,BI Analyst,Mumbai,3,Startup,50.18
19,Bachelors,BI Analyst,Mumbai,1,Startup,57.68
2,Masters,BI Analyst,Mumbai,4,Startup,26.2
2,Bachelors,ML Engineer,Delhi,2,Enterprise,25.04
8,Bachelors,Data Analyst,Mumbai,2,Startup,30
5,Masters,ML Engineer,Delhi,3,Mid,30.85
12,Bachelors,Data Analyst,Delhi,4,Mid,51.23
20,Bachelors,ML Engineer,Pune,4,Mid,76.8
1,Bachelors,Data Scientist,Bangalore,4,Startup,21.75
7,Masters,BI Analyst,Delhi,2,Enterprise,30.44
20,Bachelors,BI Analyst,Hyderabad,4,Startup,67.13
1,Bachelors,BI Analyst,Mumbai,1,Startup,12.33
3,Bachelors,Data Analyst,Hyderabad,5,Mid,28.05
14,Masters,ML Engineer,Mumbai,4,Startup,63.92
3,Bachelors,Data Scientist,Pune,5,Enterprise,28.68
12,Masters,ML Engineer,Delhi,2,Mid,50.94
11,Masters,BI Analyst,Bangalore,4,Enterprise,50.78
12,Masters,Data Scientist,Delhi,3,Enterprise,49.77
13,Bachelors,Data Scientist,Mumbai,2,Enterprise,50.48
19,Bachelors,BI Analyst,Bangalore,1,Startup,45.23
17,Bachelors,ML Engineer,Delhi,1,Startup,54.25
5,Bachelors,BI Analyst,Bangalore,5,Startup,41.09
10,Bachelors,ML Engineer,Mumbai,5,Startup,55.89
1,Masters,Data Scientist,Pune,3,Mid,29
18,Bachelors,Data Scientist,Pune,3,Startup,61.35
18,Bachelors,BI Analyst,Delhi,1,Mid,50.2
4,Masters,Data Scientist,Hyderabad,4,Enterprise,40.3
18,Masters,Data Analyst,Mumbai,1,Mid,56.38
1,Bachelors,Data Scientist,Delhi,1,Startup,20.1
9,Masters,Data Analyst,Delhi,3,Mid,41.41
1,Bachelors,Data Scientist,Pune,5,Startup,31.5
10,Masters,BI Analyst,Bangalore,3,Startup,42.12
17,Masters,BI Analyst,Mumbai,3,Mid,59.69
14,Masters,Data Analyst,Bangalore,3,Mid,56.33
8,Masters,BI Analyst,Mumbai,1,Enterprise,29.7
18,Bachelors,Data Scientist,Hyderabad,4,Enterprise,64.78
8,Bachelors,Data Scientist,Pune,1,Enterprise,28.57
2,Masters,BI Analyst,Hyderabad,2,Enterprise,19.53
20,Bachelors,Data Scientist,Delhi,3,Enterprise,65.27
8,PhD,ML Engineer,Pune,3,Mid,46.33
13,Bachelors,ML Engineer,Delhi,2,Enterprise,46.2
18,Bachelors,Data Scientist,Hyderabad,3,Mid,61.43
6,Bachelors,BI Analyst,Mumbai,3,Enterprise,34.4
15,Bachelors,Data Analyst,Delhi,3,Startup,52.65
15,Masters,BI Analyst,Bangalore,2,Enterprise,58.38
0,Masters,Data Analyst,Mumbai,1,Startup,8.21
3,Masters,BI Analyst,Mumbai,3,Mid,28.16
3,Masters,Data Scientist,Hyderabad,4,Enterprise,34.87
6,PhD,ML Engineer,Hyderabad,2,Mid,40.35
7,Masters,BI Analyst,Pune,5,Enterprise,43.48
16,Bachelors,Data Analyst,Pune,2,Mid,49.29
4,Masters,ML Engineer,Bangalore,1,Enterprise,27.32
6,Bachelors,Data Analyst,Mumbai,2,Enterprise,24.89
19,Bachelors,Data Scientist,Bangalore,5,Startup,68.78
19,Masters,ML Engineer,Bangalore,4,Mid,79.53
3,Bachelors,Data Analyst,Hyderabad,5,Mid,35.36
5,Bachelors,BI Analyst,Bangalore,2,Mid,22.75
6,Bachelors,Data Scientist,Bangalore,5,Mid,43.55
17,Bachelors,Data Scientist,Delhi,2,Mid,58.82
4,PhD,Data Scientist,Pune,4,Startup,43.63
19,Bachelors,BI Analyst,Pune,4,Enterprise,66.91
2,Bachelors,BI Analyst,Mumbai,1,Startup,10.54
6,Bachelors,ML Engineer,Pune,4,Mid,45.79
13,Bachelors,BI Analyst,Mumbai,3,Mid,47.98
6,PhD,ML Engineer,Delhi,5,Enterprise,51.46
4,Bachelors,Data Scientist,Pune,5,Startup,38.89
4,Masters,ML Engineer,Delhi,2,Enterprise,34.06
1,Masters,Data Analyst,Pune,4,Enterprise,26.28
20,PhD,Data Scientist,Pune,1,Startup,67.46
5,Masters,Data Scientist,Delhi,1,Enterprise,24.87
14,Masters,ML Engineer,Bangalore,1,Startup,51.93
20,Bachelors,Data Scientist,Bangalore,3,Startup,64.66
9,Bachelors,BI Analyst,Bangalore,4,Mid,45.81
6,Bachelors,Data Analyst,Bangalore,1,Enterprise,19.87
4,PhD,ML Engineer,Pune,3,Mid,39.48
0,Bachelors,ML Engineer,Hyderabad,5,Enterprise,27.04
12,Bachelors,Data Scientist,Delhi,2,Enterprise,43.87
20,Bachelors,BI Analyst,Hyderabad,4,Mid,69.56
17,Bachelors,Data Scientist,Hyderabad,4,Mid,62.76
12,Bachelors,Data Scientist,Mumbai,5,Mid,56.97
20,PhD,ML Engineer,Bangalore,4,Startup,81.79
20,Bachelors,Data Scientist,Pune,4,Enterprise,73.69
17,Masters,Data Analyst,Bangalore,4,Startup,65.1
4,Masters,Data Scientist,Bangalore,4,Enterprise,40.6
12,Bachelors,Data Scientist,Hyderabad,3,Enterprise,51.77
3,Bachelors,ML Engineer,Mumbai,3,Startup,29.61
16,Bachelors,Data Scientist,Bangalore,2,Startup,49.41
2,Bachelors,BI Analyst,Delhi,4,Enterprise,24.34
16,Masters,ML Engineer,Delhi,5,Mid,66.21
10,Bachelors,Data Scientist,Bangalore,1,Mid,33.95
20,Bachelors,Data Analyst,Hyderabad,2,Mid,64.21
19,Masters,Data Analyst,Hyderabad,1,Mid,58.47
20,PhD,ML Engineer,Pune,1,Enterprise,67.75
3,Masters,ML Engineer,Mumbai,4,Mid,35.02
1,Masters,Data Scientist,Hyderabad,5,Mid,34.27
19,Masters,BI Analyst,Pune,1,Mid,62.49
15,Bachelors,Data Scientist,Delhi,1,Enterprise,50.96
17,Masters,Data Analyst,Delhi,2,Startup,55.35
7,Bachelors,BI Analyst,Delhi,5,Mid,37.85
2,Masters,BI Analyst,Bangalore,5,Enterprise,39.92
8,Masters,BI Analyst,Mumbai,1,Enterprise,27.51
19,Bachelors,Data Scientist,Pune,5,Mid,75.69
5,Masters,Data Analyst,Mumbai,2,Startup,22.32
9,PhD,ML Engineer,Bangalore,2,Startup,44.63
20,Bachelors,Data Scientist,Pune,2,Startup,58.31
9,Masters,ML Engineer,Pune,4,Enterprise,48.11
12,Bachelors,BI Analyst,Hyderabad,1,Mid,33.53
16,Masters,BI Analyst,Mumbai,5,Mid,68.33
8,Bachelors,Data Scientist,Mumbai,2,Enterprise,33.91
